"","Age","L","Median","S","C1","C3","C5","C15","C25","C50","C75","C85","C95","C97","C99"
"106",165,-1.55120581802745,23.7505138005124,0.125254064443992,18.6725853927802,19.4289565332152,19.8621507034827,21.102343948592,21.939302530948,23.7505132753895,25.9994978042441,27.453237649333,30.4430198101218,31.8457158389783,35.0119613984109
"107",166,-1.56340724432681,23.8150911568245,0.12506216676864,18.7326814403971,19.4903593876504,19.9242297424732,21.1659774758725,22.0035930901187,23.8150904969571,26.0656437507034,27.5227473890526,30.5253963691982,31.9369002559655,35.1297346189908
"108",167,-1.57557845062708,23.8789410817288,0.12486888786513,18.7922356954998,19.551209593214,19.9857478081889,21.2290162558807,22.0672565896652,23.8789402580143,26.1309133381781,27.5912925834194,30.6066742236112,32.0269589371998,35.2464573710717
"109",168,-1.58770294852022,23.9420509512286,0.124674733545706,18.8512185303995,19.611478413186,20.0466768713677,21.2914352657199,22.1302710140953,23.9420499297832,26.1953048308225,27.6588749727773,30.6868533209314,32.1158870679219,35.3621060075237
"110",169,-1.59976459137075,24.00440829926,0.124480229543268,18.9096003468654,19.6711369152567,20.1069886088984,21.3532090531195,22.1926139671276,24.0044070409882,26.2588176416628,27.7254980108539,30.7659361999133,32.2036826491284,35.4766595289094
"111",170,-1.6117473395631,24.0660016323817,0.124285897606687,18.9673520140563,19.730156882111,20.1666555344033,21.4143132479782,22.2542641957109,24.0660000925657,26.3214519821592,27.7911661258136,30.8439272617022,32.2903460980263,35.5901005956292
"112",171,-1.62363453364692,24.1268208279758,0.124092251588932,19.0244450396052,19.788511025987,20.2256512356648,21.4747248589956,22.3152019229157,24.1268189559287,26.3832091960027,27.8558848677097,30.9208321582039,32.375879098731,35.7024127002637
"113",172,-1.63540882039546,24.1868568615509,0.123899770178433,19.0808518496677,19.846173367981,20.2839507878497,21.5344226746736,22.3754091355491,24.1868546003433,26.4440906056901,27.9196592722271,30.9966553338967,32.4602818155516,35.8135767200148
"114",173,-1.64705160850581,24.246101189108,0.123708923626437,19.1365452822931,19.903118234397,20.341529522944,21.5933856698652,22.4348680296218,24.2460984754539,26.5040982457195,27.9824948894757,31.0714003028125,32.5435522236389,35.9235667234016
"115",174,-1.65854248701914,24.3045455951352,0.123520178011019,19.1914978620878,19.9593197389993,20.398362615967,21.6515928166281,22.4935609013209,24.3045423594574,26.5632345272998,28.0443973808215,31.1450691649233,32.6256855808606,36.0323492201236
"116",175,-1.66986340997719,24.3621830565301,0.123334004771724,19.2456841183097,20.0147536746912,20.4544267621094,21.7090242756279,22.5514711251781,24.362179223009,26.6215037874339,28.1053751109448,31.2176690592261,32.7066835829905,36.1399008024005
"117",176,-1.68100159628583,24.4190075934515,0.123150869268396,19.2990816998939,20.0693985193011,20.5097011130981,21.7656620888057,22.6085836303695,24.4190030799512,26.6789117703937,28.1654390025209,31.2892144739619,32.7865586824746,36.2462192984622
